@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute Top3PhotoLocationNameSame real
@attribute ID string
@attribute label {1,-1}
@data
22.8888888889 , 0.291002050357 , 296.927649717 , 0.9 , 2.05667305124 , 0.185185185185 , 4.23763347412 , 2.900051699 , 1.5 , 1.03753936706 , 0.756517716811 , 0.693060341078 , 3.0 , 3.0 , 0.0 , 2 , 2 , 1 , 0.3 , 0 , 51148a6dc2a3754cfe669963 , 1
20.3 , 0.142695197253 , 206.387813292 , 1.0 , 7.07699096164 , 0.6 , 3.77796266106 , 2.53585777592 , 24.2 , 4.10931136386 , 0.660737239974 , 0 , 0.3 , 0.333333333333 , 0.0 , 10 , 6 , 2 , 0.6 , 0 , 51147971c2a3754cfe668514 , 1
21.2222222222 , 0.205942672675 , 507.643528401 , 0.9 , 2.31930050301 , 0.148148148148 , 3.54689595197 , 2.53585777592 , 1.1 , 1.21090793541 , 0.533606504935 , 0.48338593563 , 2.0 , 1.0 , 0.0 , 2 , 1 , 1 , 0.2 , 0 , 51147feec2a3754cfe668c51 , 1
45.9 , 0.249259080777 , 601.544851576 , 1.0 , 2.30127463965 , 0.233333333333 , 4.00084375007 , 2.62924922386 , 1.8 , 2.95053541654 , 0.576753944046 , 0.56497564048 , 0.5 , 1.0 , 1.0 , 6 , 1 , 1 , 0.5 , 0 , 51147f8bc2a3754cfe668c04 , 1
32.8 , 0.175103623777 , 658.634849215 , 1.0 , 1.68024252441 , 0.1 , 4.9951198207 , 2.62924922386 , 2.0 , 0.62375430697 , 0.56497564048 , 0.544908570934 , 0.0 , 0.0 , 1.0 , 1 , 1 , 1 , 0.5 , 0 , 51148d89c2a3754cfe669eb5 , 1
45.0 , 0.154114138595 , 478.141237315 , 1.0 , 1.1452201916 , 0.266666666667 , 5.38712869948 , 2.39428114771 , 2.8 , 2.02975690396 , 0.605522151291 , 0.605522151291 , 1.5 , 1.0 , 0.0 , 4 , 2 , 2 , 0.2 , 0 , 51148557c2a3754cfe6692d9 , 1
48.2 , 0.344908052327 , 651.966061318 , 1.0 , 1.99610804383 , 0.1 , 3.66641761174 , 2.7947885411 , 1.7 , 0.62375430697 , 0.62375430697 , 0.536207433235 , 2.0 , 1.0 , 0.0 , 1 , 1 , 1 , 0.2 , 0 , 511482cec2a3754cfe668f72 , 1
52.4 , 0.28877157416 , 531.916567325 , 1.0 , 1.64757633087 , 0.166666666667 , 4.44990949598 , 2.900051699 , 1.8 , 0.590107083308 , 0.576753944046 , 0.576753944046 , 0.0 , 0.0 , 0.0 , 3 , 2 , 1 , 0.1 , 0 , 511484bec2a3754cfe6691c3 , 1
28.6 , 0.376071435307 , 499.259220298 , 1.0 , 2.69742457748 , 0.233333333333 , 3.61883300823 , 3.01057093427 , 3.3 , 1.18048739301 , 0.864124091505 , 0.714062972625 , 0.0 , 0.0 , 0.0 , 3 , 2 , 2 , 0.1 , 0 , 51147f0dc2a3754cfe668b31 , 1
34.2 , 0.245223932837 , 617.193084327 , 1.0 , 3.47534488793 , 0.233333333333 , 3.05274476033 , 2.7528553052 , 3.4 , 0.62375430697 , 0.605522151291 , 0.590107083308 , 0.5 , 1.0 , 0.5 , 4 , 2 , 2 , 0.5 , 0 , 51147864c2a3754cfe668473 , 1
60.1111111111 , 0.245994181011 , 513.154452882 , 1.0 , 0.634720125407 , 0.222222222222 , 10.8818670459 , 2.90576458466 , 1.0 , 1.05687522862 , 0.672802390323 , 0.605453967704 , 1.0 , 1.0 , 1.0 , 2 , 2 , 2 , 0.333333333333 , 0 , 5114a18cc2a3754cfe66b77f , 1
53.8 , 0.291177166928 , 645.265142059 , 1.0 , 4.22564762998 , 0.2 , 3.37945885813 , 2.7528553052 , 2.3 , 1.24750861394 , 0.970249741717 , 0.942297353242 , 1.5 , 0.0 , 0.0 , 2 , 2 , 2 , 0.1 , 0 , 5114789bc2a3754cfe668496 , 1
34.2 , 0.201337363637 , 620.933535049 , 1.0 , 1.39774148158 , 0.266666666667 , 4.4945717275 , 2.92585301456 , 2.2 , 1.56237709576 , 0.576753944046 , 0.544908570934 , 0.333333333333 , 0.333333333333 , 0.5 , 3 , 3 , 2 , 0.2 , 0 , 511484e2c2a3754cfe66922d , 1
38.9 , 0.173785877795 , 463.112895883 , 1.0 , 1.17851532484 , 0.466666666667 , 6.31685100617 , 2.56371698713 , 3.3 , 3.80475082302 , 1.6733677344 , 0.62375430697 , 0.25 , 0.5 , 1.0 , 8 , 4 , 2 , 0.0 , 0 , 51148777c2a3754cfe669601 , 1
43.5 , 0.196273748703 , 652.616468188 , 1.0 , 2.83430166059 , 0.133333333333 , 3.22769288203 , 2.86032077783 , 1.1 , 0.62375430697 , 0.605522151291 , 0.56497564048 , 1.66666666667 , 0.0 , 1.0 , 3 , 1 , 1 , 0.2 , 0 , 51147b47c2a3754cfe6686e2 , 1
54.1111111111 , 0.364239168132 , 509.40230139 , 0.9 , 1.40679840981 , 0.185185185185 , 4.09785838171 , 2.94503869754 , 1.6 , 0.966771871261 , 0.655674537009 , 0.655674537009 , 1.0 , 1.0 , 8.0 , 2 , 2 , 1 , 0.3 , 0 , 51148d2dc2a3754cfe669e3e , 1
21.9 , 0.473762497873 , 643.103852971 , 1.0 , 1.79068994806 , 0.133333333333 , 4.86801329445 , 2.87950646081 , 2.7 , 1.21104430258 , 0.554439588914 , 0.544908570934 , 0.0 , 0.0 , 2.0 , 2 , 1 , 1 , 0.1 , 0 , 51147d13c2a3754cfe6688a6 , 1
63.7 , 0.381238378636 , 649.849239709 , 1.0 , 4.14656968829 , 0.166666666667 , 3.44125382264 , 2.94503869754 , 3.4 , 0.89593703043 , 0.605522151291 , 0.605522151291 , 0.0 , 0.0 , 0.0 , 2 , 2 , 1 , 0.1 , 0 , 51147bc6c2a3754cfe668728 , 1
30.9 , 0.0343712088271 , 388.479820073 , 1.0 , 0.882702440584 , 0.6 , 13.9639322874 , 2.60260514877 , 4.7 , 4.23865505904 , 2.94152520178 , 2.8248782024 , 1.0 , 0.666666666667 , 0.6 , 7 , 6 , 5 , 0.3 , 0 , 51148c2ac2a3754cfe669cf1 , 1
47.5 , 0.277935849878 , 382.930565053 , 1.0 , 6.98869043208 , 0.233333333333 , 3.18554161879 , 2.92585301456 , 3.9 , 1.3051420262 , 0.910228823227 , 0.870094684134 , 0.0 , 1.0 , 0.0 , 3 , 2 , 2 , 0.2 , 0 , 5114796ac2a3754cfe668511 , 1
38.9 , 0.089065402742 , 478.336110091 , 1.0 , 6.69060897401 , 0.433333333333 , 4.19164506591 , 2.39428114771 , 20.5 , 2.84395394375 , 1.55829490542 , 0.847212613899 , 1.5 , 2.0 , 1.5 , 8 , 4 , 4 , 0.4 , 0 , 5114798cc2a3754cfe668532 , 1
55.0 , 0.399805183488 , 615.721164322 , 1.0 , 2.7277832147 , 0.333333333333 , 5.10830290582 , 2.92585301456 , 4.1 , 1.50413029142 , 1.08981714187 , 1.07241486647 , 0.6 , 0.75 , 1.0 , 5 , 4 , 2 , 0.3 , 0 , 51147a64c2a3754cfe6685eb , 1
38.1111111111 , 0.388461053035 , 401.730437575 , 0.9 , 2.22570040893 , 0.222222222222 , 3.51988078088 , 2.80004461848 , 1.0 , 1.31134907402 , 1.31134907402 , 0.672802390323 , 0.5 , 3.0 , 4.5 , 2 , 2 , 2 , 0.2 , 0 , 51148f4ec2a3754cfe66a176 , 1
27.1 , 0.169697598011 , 646.362393953 , 1.0 , 1.68024305913 , 0.1 , 3.77193638497 , 2.68732306847 , 2.1 , 0.62375430697 , 0.62375430697 , 0.62375430697 , 0.0 , 1.0 , 1.0 , 1 , 1 , 1 , 0.3 , 0 , 51148d8ac2a3754cfe669ebd , 1
50.4 , 0.270688897008 , 625.524479164 , 1.0 , 2.95640079824 , 0.233333333333 , 6.3449098752 , 2.900051699 , 3.7 , 1.44073756332 , 1.24750861394 , 1.00275352762 , 0.0 , 0.0 , 0.0 , 3 , 2 , 2 , 0.2 , 0 , 51147c35c2a3754cfe668796 , 1
47.5 , 0.333015194008 , 651.553348134 , 1.0 , 3.50567799116 , 0.133333333333 , 3.20830384402 , 3.01057093427 , 2.7 , 1.10887917783 , 0.62375430697 , 0.62375430697 , 1.0 , 0.0 , 0.0 , 2 , 1 , 1 , 0.1 , 0 , 51147bdbc2a3754cfe66874c , 1
24.0 , 0.186236785552 , 399.714172058 , 1.0 , 0.68117346394 , 0.166666666667 , 9.29074357094 , 2.82218195864 , 1.0 , 1.34051858309 , 0.62672095476 , 0.61957615303 , 0.5 , 0.0 , 2.0 , 2 , 1 , 1 , 0.25 , 0 , 5114940dc2a3754cfe66a75a , 1
29.5 , 0.173719993181 , 245.412289937 , 1.0 , 1.14578266777 , 0.866666666667 , 5.21312595164 , 2.68732306847 , 3.8 , 3.97169439989 , 2.07162318389 , 0.991184285474 , 0.222222222222 , 0.222222222222 , 0.222222222222 , 9 , 9 , 9 , 0.5 , 0 , 5114a33bc2a3754cfe66b988 , 1
35.7 , 0.0763895568171 , 555.280185649 , 1.0 , 1.454194246 , 0.366666666667 , 5.47833706449 , 2.62924922386 , 4.5 , 2.88376972023 , 1.81656645387 , 1.6347257128 , 0.4 , 1.0 , 1.2 , 5 , 5 , 5 , 0.1 , 0 , 51148d6ec2a3754cfe669e96 , 1
36.2222222222 , 0.117550846262 , 484.229043045 , 0.9 , 1.14493518963 , 0.296296296296 , 6.0439703259 , 2.39428114771 , 1.4 , 0.960137879449 , 0.75299923886 , 0.693060341078 , 0.8 , 1.0 , 0.5 , 5 , 3 , 2 , 0.6 , 1 , 51148defc2a3754cfe669f4d , 1
38.9 , 0.0388440070585 , 501.625919971 , 1.0 , 2.59118741245 , 0.5 , 4.47181343129 , 2.2450986816 , 1.3 , 3.46052366428 , 0.590107083308 , 0.554439588914 , 0.5 , 0.5 , 1.33333333333 , 8 , 8 , 3 , 0.6 , 1 , 51147fddc2a3754cfe668c4b , 1
29.1 , 0.337621898746 , 617.303957061 , 1.0 , 4.958664848 , 0.2 , 3.02551299383 , 2.900051699 , 2.3 , 0.722574895508 , 0.50743922599 , 0.455114411613 , 1.0 , 1.0 , 0.0 , 2 , 2 , 2 , 0.3 , 0 , 511479f3c2a3754cfe66856a , 1
29.6 , 0.012682304659 , 285.588300727 , 1.0 , 3.67734827701 , 0.2 , 4.6716933702 , 2.2450986816 , 6.8 , 1.15350788809 , 0.925621031454 , 0.847212613899 , 0.0 , 0.5 , 0.0 , 2 , 2 , 2 , 0.6 , 0 , 51147c44c2a3754cfe6687bf , 1
36.0 , 0.418441128369 , 646.889509219 , 1.0 , 2.63259798655 , 0.133333333333 , 4.08723622737 , 2.900051699 , 3.4 , 0.62375430697 , 0.62375430697 , 0.590107083308 , 0.0 , 0.5 , 0.0 , 2 , 2 , 1 , 0.3 , 0 , 51147e6bc2a3754cfe668a5e , 1
46.1 , 0.0726243353409 , 484.074138995 , 1.0 , 6.49040844437 , 0.466666666667 , 5.86705811403 , 2.49612685475 , 6.1 , 2.50688381904 , 2.00550705523 , 1.91982389845 , 0.444444444444 , 0.444444444444 , 0.25 , 9 , 9 , 4 , 0.4 , 0 , 511479d1c2a3754cfe66854c , 1
42.0 , 0.325037633943 , 655.356733165 , 1.0 , 3.1468674237 , 0.1 , 3.71182486172 , 3.01057093427 , 3.0 , 0.62375430697 , 0.62375430697 , 0.605522151291 , 0.0 , 1.0 , 1.0 , 1 , 1 , 1 , 0.1 , 0 , 51147a3ec2a3754cfe66857f , 1
35.9 , 0.285476869947 , 496.34330348 , 1.0 , 7.0791546353 , 0.233333333333 , 3.11275321778 , 3.05030185543 , 3.1 , 0.991105859961 , 0.910228823227 , 0.821862272771 , 0.333333333333 , 0.5 , 0.0 , 3 , 2 , 2 , 0.1 , 0 , 51147974c2a3754cfe668526 , 1
62.3 , 0.149263794941 , 500.400050763 , 1.0 , 1.68024416195 , 0.3 , 3.85545751177 , 2.76031369731 , 1.2 , 2.00550705523 , 1.15189433907 , 1.00275352762 , 3.4 , 3.4 , 5.66666666667 , 5 , 5 , 3 , 0.1 , 0 , 51148d8bc2a3754cfe669ec3 , 1
37.7 , 0.355649277055 , 557.873847329 , 1.0 , 1.07071417532 , 0.366666666667 , 6.19544346126 , 3.076103171 , 7.7 , 0.951187705756 , 0.810222156426 , 0.532907316507 , 0.4 , 0.0 , 0.0 , 5 , 4 , 2 , 0.2 , 0 , 511486cfc2a3754cfe669515 , 1
39.8 , 0.410611893485 , 614.403509916 , 1.0 , 3.1267855811 , 0.266666666667 , 6.57369572324 , 2.92585301456 , 4.8 , 0.809845951598 , 0.7571913009 , 0.528203162468 , 0.0 , 0.0 , 1.0 , 3 , 3 , 2 , 0.3 , 0 , 511478cac2a3754cfe6684ac , 1
20.7 , 0.0661619890961 , 205.029366827 , 1.0 , 6.73045955632 , 0.6 , 5.06981212303 , 2.39428114771 , 18.2 , 4.35047342067 , 3.36172098109 , 0.62375430697 , 0.3 , 0.285714285714 , 2.0 , 10 , 7 , 1 , 0.6 , 0 , 51147967c2a3754cfe668503 , 1
39.5 , 0.168168822294 , 503.722956867 , 1.0 , 1.83465038077 , 0.2 , 4.94567548241 , 3.01057093427 , 2.2 , 1.29618613726 , 0.576753944046 , 0.475593852878 , 0.666666666667 , 0.5 , 0.0 , 3 , 2 , 1 , 0.1 , 0 , 51148a8dc2a3754cfe669997 , 1
50.5 , 0.276993366367 , 659.506153998 , 1.0 , 4.071779385 , 0.166666666667 , 3.04593233158 , 2.92585301456 , 3.2 , 0.847212613899 , 0.590107083308 , 0.576753944046 , 0.0 , 0.0 , 0.0 , 2 , 2 , 1 , 0.2 , 0 , 51147898c2a3754cfe668495 , 1
36.5 , 0.158427855283 , 298.08359367 , 1.0 , 1.46383836823 , 0.125 , 4.77500775844 , 2.77777681146 , 1.0 , 0.779692883713 , 0.756902689114 , 0.737633854135 , 2.0 , 4.0 , 0.0 , 2 , 1 , 1 , 0.625 , 0 , 51148d30c2a3754cfe669e4f , 1
36.2 , 0.0759179178703 , 423.956330594 , 1.0 , 0.69509890758 , 0.366666666667 , 21.5826054256 , 2.39428114771 , 2.3 , 1.63431234658 , 1.36173189026 , 1.18021416662 , 0.25 , 0.25 , 0.25 , 4 , 4 , 4 , 0.1 , 0 , 5114940fc2a3754cfe66a76b , 1
26.5 , 0.304833033289 , 654.302575476 , 1.0 , 1.92394615462 , 0.1 , 4.49510694248 , 2.900051699 , 1.8 , 0.62375430697 , 0.62375430697 , 0.56497564048 , 0.0 , 0.0 , 0.0 , 1 , 1 , 1 , 0.1 , 0 , 51148321c2a3754cfe668fad , 1
20.4285714286 , 0.377358751802 , 79.219678001 , 0.7 , 2.26284518066 , 0.190476190476 , 4.07074909898 , 2.96558393573 , 1.0 , 0.743989093218 , 0.596594059503 , 0.562136853816 , 1.0 , 0.0 , 0.0 , 2 , 1 , 1 , 0.1 , 0 , 51147cb1c2a3754cfe66881a , 1
25.4 , 0.0261715893861 , 311.058643584 , 1.0 , 2.64808239543 , 0.533333333333 , 5.0501513148 , 2.2450986816 , 6.8 , 5.31096374978 , 2.95053541654 , 0.513893078104 , 0.3 , 0.333333333333 , 0.0 , 10 , 6 , 2 , 0.8 , 0 , 51148f4fc2a3754cfe66a178 , 1
53.4 , 0.377267304247 , 516.586586907 , 1.0 , 1.77830348798 , 0.2 , 3.61390221715 , 3.076103171 , 1.3 , 1.10887917783 , 1.02778615621 , 0.62375430697 , 0.0 , 0.0 , 0.0 , 2 , 2 , 2 , 0.2 , 0 , 511482e1c2a3754cfe668f78 , 1
26.1 , 0.0411259862359 , 364.015552396 , 1.0 , 2.61173304511 , 0.6 , 6.34555354027 , 2.2450986816 , 8.2 , 3.43177940208 , 2.05557231241 , 1.97158014252 , 0.0 , 0.0 , 0.0 , 7 , 7 , 4 , 0.5 , 0 , 51148f5fc2a3754cfe66a195 , 1
40.8 , 0.0534524912213 , 346.326405123 , 1.0 , 1.22937054352 , 0.7 , 6.84286767458 , 2.61531961825 , 4.8 , 3.08909564436 , 2.07162318389 , 0.619490178421 , 0.444444444444 , 0.571428571429 , 0.666666666667 , 9 , 7 , 6 , 0.3 , 0 , 5114a33cc2a3754cfe66b998 , 1
30.2 , 0.261307741559 , 624.850408158 , 1.0 , 5.69636839771 , 0.2 , 3.08098818365 , 2.9708400131 , 2.8 , 1.18048739301 , 1.18021416662 , 0.536207433235 , 0.0 , 0.5 , 0.0 , 3 , 2 , 1 , 0.2 , 0 , 511478ecc2a3754cfe6684c9 , 1
53.2222222222 , 0.317443535333 , 521.150146877 , 0.9 , 2.900503416 , 0.185185185185 , 3.52049810527 , 3.03637224983 , 1.5 , 1.38612068216 , 0.693060341078 , 0.655674537009 , 1.0 , 4.5 , 0.0 , 3 , 2 , 1 , 0.2 , 0 , 51147b22c2a3754cfe6686b1 , 1
39.5 , 0.228598752252 , 606.829090664 , 1.0 , 2.92226524091 , 0.333333333333 , 4.89724909706 , 2.86032077783 , 2.7 , 2.14482973294 , 1.77032124993 , 0.997557721527 , 0.6 , 0.0 , 0.333333333333 , 5 , 3 , 3 , 0.1 , 0 , 51147d55c2a3754cfe6688e9 , 1
23.1 , 0.373760034271 , 487.295183617 , 1.0 , 10.9507436022 , 0.166666666667 , 3.05937815528 , 2.79258622637 , 3.4 , 0.56497564048 , 0.554439588914 , 0.536207433235 , 0.0 , 0.0 , 2.0 , 3 , 1 , 1 , 0.1 , 0 , 5114783ec2a3754cfe668455 , 1
