@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute Top3PhotoLocationNameSame real
@attribute ID string
@attribute label {1,-1}
@data
49.5454545455 , 0.137812185934 , 762.518563038 , 0.733333333333 , 1.03951254227 , 0.242424242424 , 5.18084780877 , 2.471251836 , 0.117812185934 , 0.097719361649 , 0.673139188158 , 1.13409873995 , 0.960369386305 , 0.934351051098 , 3.0 , 7.0 , 7.0 , 5 , 2 , 2 , 0.9 , 0 , 5114a33bc2a3754cfe66b985 , 1
51.4736842105 , 0.34232013686 , 23052.0195504 , 0.934426229508 , 1.21359213603 , 0.116959064327 , 5.04711108513 , 2.66894704859 , 0.32232013686 , 0.137961791202 , 0.462804604059 , 0.828220467801 , 0.580127567079 , 0.18939398632 , 1.15384615385 , 1.15384615385 , 2.25 , 13 , 13 , 4 , 1.0 , 0 , 51148712c2a3754cfe669570 , 1
60.3333333333 , 0.350846428669 , 785.31018626 , 0.923076923077 , 1.77830348798 , 0.194444444444 , 3.61390221715 , 2.95854298188 , 0.330846428669 , 0.0556803462515 , 0.208506123814 , 0.924065981524 , 0.856488463506 , 0.519795255809 , 2.0 , 0.0 , 3.0 , 3 , 2 , 2 , 0.3 , 0 , 511482e1c2a3754cfe668f78 , 1
26.8571428571 , 0.219678977368 , 774.970025452 , 0.933333333333 , 2.85602869458 , 0.261904761905 , 3.88088064971 , 2.72957395851 , 0.199678977368 , 0.373672920519 , 0.418253993246 , 3.50298367029 , 0.445538790693 , 0.432515822351 , 1.0 , 0.0 , 0.0 , 9 , 1 , 1 , 0.5 , 0 , 51147c8dc2a3754cfe6687f1 , 1
68.2571428571 , 0.20360569113 , 7909.01521457 , 0.972222222222 , 1.36387696242 , 0.2 , 3.96707818263 , 2.40580448402 , 0.18360569113 , 0.226091999222 , 0.815538889209 , 1.08981714187 , 0.89045423167 , 0.754575946382 , 3.0 , 3.11111111111 , 4.0 , 9 , 9 , 6 , 0.1 , 0 , 51148d4dc2a3754cfe669e6d , 1
47.347826087 , 0.319627966883 , 3040.70693631 , 0.821428571429 , 1.89439962346 , 0.101449275362 , 4.53140076273 , 2.84243889967 , 0.299627966883 , 0.0380573034111 , 0.331084891992 , 0.441251500861 , 0.333882417122 , 0.282770533218 , 2.0 , 1.5 , 1.5 , 3 , 2 , 2 , 0.2 , 0 , 5114837ec2a3754cfe669027 , 1
49.0 , 0.304374117987 , 2229.95306859 , 0.666666666667 , 3.50567799116 , 0.111111111111 , 3.20830384402 , 3.01301554334 , 0.284374117987 , 0.0222028471124 , 0.152800390287 , 0.616043987683 , 0.371907923534 , 0.346530170539 , 2.0 , 3.5 , 3.5 , 2 , 2 , 2 , 0.1 , 0 , 51147bdbc2a3754cfe66874c , 1
44.128440367 , 0.346976134966 , 75826.5979122 , 0.893442622951 , 2.39012289642 , 0.0489296636086 , 5.42520021277 , 2.90837216793 , 0.326976134966 , 0.098420951216 , 0.261887382913 , 0.171675497331 , 0.143337348235 , 0.128502582159 , 1.83333333333 , 0.666666666667 , 1.16666666667 , 6 , 6 , 6 , 1.2 , 0 , 51147a4fc2a3754cfe66858e , 1
45.0 , 0.0370370450515 , 507.904280893 , 1.0 , 0.838418333023 , 0.222222222222 , 6.84152080167 , 2.47385138961 , 0.0170370450515 , 0.0603344612493 , 0.616374305836 , 1.34560478065 , 1.34560478065 , 0.902842521827 , 1.33333333333 , 0.0 , 0.0 , 3 , 2 , 2 , 0.444444444444 , 0 , 51148bdac2a3754cfe669c33 , 1
42.28125 , 0.29827713779 , 7103.85984759 , 0.864864864865 , 2.35189042161 , 0.135416666667 , 4.24604537903 , 2.76858606749 , 0.27827713779 , 0.0981874611948 , 0.435567952783 , 0.946128361392 , 0.359656802759 , 0.326018730907 , 1.2 , 4.6 , 0.8 , 5 , 5 , 5 , 0.6 , 0 , 51147f9ac2a3754cfe668c31 , 1
80.0909090909 , 0.388909924436 , 788.605336303 , 1.0 , 0.920137957901 , 0.151515151515 , 6.61400870629 , 2.98418371978 , 0.368909924436 , 0.0125669247507 , 0.191929826403 , 0.719120124369 , 0.567049369973 , 0.567049369973 , 11.5 , 3.0 , 0.0 , 2 , 2 , 1 , 0.1 , 0 , 51148bb1c2a3754cfe669ba2 , 1
56.1538461538 , 0.425239692614 , 4419.63169169 , 0.962962962963 , 1.79068994806 , 0.0769230769231 , 4.86801329445 , 2.67510451455 , 0.405239692614 , 0.0246212860764 , 0.529365104357 , 0.465786270224 , 0.276806595391 , 0.258334200954 , 2.0 , 3.5 , 0.0 , 2 , 2 , 2 , 0.2 , 0 , 51147d13c2a3754cfe6688a6 , 1
52.972972973 , 0.25514320968 , 9597.63480889 , 0.90243902439 , 0.951286709564 , 0.108108108108 , 6.15304147896 , 2.56610806237 , 0.23514320968 , 0.0949522063023 , 0.591424312559 , 0.66981205733 , 0.571030445911 , 0.299697075089 , 1.125 , 1.25 , 1.25 , 8 , 8 , 8 , 0.4 , 0 , 51148bb8c2a3754cfe669bd6 , 1
44.4 , 0.315175923929 , 1755.92892286 , 0.909090909091 , 2.69705812532 , 0.1 , 3.76190156137 , 2.86406768073 , 0.295175923929 , 0.0234650327992 , 0.303961536892 , 0.513893078104 , 0.365732624011 , 0.311877153485 , 0.5 , 1.5 , 1.5 , 2 , 2 , 2 , 0.2 , 0 , 51148f62c2a3754cfe66a1b7 , 1
49.2903225806 , 0.319002369343 , 6355.83022678 , 0.911764705882 , 4.14656968829 , 0.0967741935484 , 3.44125382264 , 2.93097449927 , 0.299002369343 , 0.0433701643431 , 0.262167700225 , 0.29212908821 , 0.2890119453 , 0.278435582183 , 1.33333333333 , 1.0 , 6.66666666667 , 3 , 3 , 3 , 0.3 , 0 , 51147bc6c2a3754cfe668728 , 1
50.2857142857 , 0.0778920251281 , 265.36246287 , 0.875 , 0.880226838511 , 0.380952380952 , 7.87438548496 , 2.69619904981 , 0.0578920251281 , 0.117192662276 , 0.42855662227 , 2.5950949341 , 2.33532244686 , 0.891077581386 , 1.5 , 2.0 , 2.0 , 6 , 4 , 2 , 0.25 , 0 , 51148c29c2a3754cfe669ce4 , 1
44.6666666667 , 0.248685332468 , 51636.2284313 , 0.9375 , 5.75981729468 , 0.0925925925926 , 4.54465599865 , 2.36613130675 , 0.228685332468 , 0.165841490048 , 0.780309097891 , 0.538241912259 , 0.432859695951 , 0.40506072853 , 2.33333333333 , 2.7 , 1.11111111111 , 12 , 10 , 9 , 3.9 , 0 , 511479acc2a3754cfe668542 , 1
44.0416666667 , 0.211424917278 , 3582.15569382 , 0.96 , 1.07558102931 , 0.208333333333 , 6.7012345227 , 2.47702497354 , 0.191424917278 , 0.180321532227 , 0.661609906038 , 1.34051858309 , 0.941626067467 , 0.778154525298 , 3.5 , 2.6 , 4.6 , 6 , 5 , 5 , 0.7 , 0 , 51148da1c2a3754cfe669ef9 , 1
70.5882352941 , 0.244155704491 , 1912.3661228 , 1.0 , 1.51765030688 , 0.254901960784 , 4.7951185022 , 2.75700414072 , 0.224155704491 , 0.126869476782 , 0.406721955298 , 1.14580507752 , 0.996720722234 , 0.787569720426 , 4.4 , 4.75 , 1.25 , 5 , 4 , 4 , 0.1 , 0 , 51148d4fc2a3754cfe669e7a , 1
40.6333333333 , 0.300703842856 , 5687.34908714 , 0.909090909091 , 1.17851532484 , 0.188888888889 , 6.31685100617 , 2.67803170849 , 0.280703842856 , 0.173422968748 , 0.468253968254 , 1.42678155863 , 0.697236556002 , 0.305925629608 , 0.888888888889 , 1.6 , 1.0 , 9 , 5 , 3 , 0.1 , 0 , 51148777c2a3754cfe669601 , 1
53.3333333333 , 0.248506869301 , 174259.934685 , 0.89010989011 , 6.73045955632 , 0.232510288066 , 5.06981212303 , 2.24193552361 , 0.228506869301 , 0.478700799282 , 0.987411965468 , 1.47701258109 , 0.978278592381 , 0.601194022154 , 2.92307692308 , 3.34042553191 , 4.96153846154 , 65 , 47 , 26 , 6.0 , 0 , 51147967c2a3754cfe668503 , 1
50.5714285714 , 0.30527135223 , 11360.7547751 , 0.875 , 3.1267855811 , 0.0873015873016 , 6.57369572324 , 2.67277769124 , 0.28527135223 , 0.0555415386421 , 0.539023178417 , 0.27464473526 , 0.257093952888 , 0.240378190762 , 2.2 , 2.2 , 1.0 , 5 , 5 , 3 , 0.8 , 0 , 511478cac2a3754cfe6684ac , 1
95.2 , 0.248087888305 , 410.749838143 , 1.0 , 1.80496591753 , 0.133333333333 , 6.85806431164 , 2.7528553052 , 0.228087888305 , 0.00592067939804 , 0.39240735841 , 0.665038481018 , 0.62375430697 , 0.62375430697 , 3.5 , 4.0 , 0.0 , 2 , 1 , 1 , 0.1 , 0 , 511486b7c2a3754cfe6694e2 , 1
43.7692307692 , 0.18331635037 , 944.811151834 , 0.866666666667 , 1.68024283126 , 0.102564102564 , 5.1972533455 , 2.30874623059 , 0.16331635037 , 0.00958285804358 , 0.809947546419 , 0.771348867397 , 0.479811005362 , 0.479811005362 , 2.0 , 2.0 , 0.0 , 2 , 1 , 1 , 0.5 , 0 , 51148d88c2a3754cfe669eb1 , 1
47.6923076923 , 0.281415505344 , 1113.85782842 , 0.866666666667 , 1.36305848166 , 0.179487179487 , 4.0942689504 , 2.66937214859 , 0.261415505344 , 0.053541965408 , 0.462967920752 , 0.959622010724 , 0.948302622428 , 0.83832087836 , 0.5 , 0.5 , 0.5 , 4 , 2 , 2 , 0.1 , 0 , 51148d1ac2a3754cfe669e26 , 1
42.2352941176 , 0.269883805916 , 1698.2095273 , 0.944444444444 , 2.30127463965 , 0.176470588235 , 4.00084375007 , 2.49490416851 , 0.249883805916 , 0.0779953077848 , 0.653049305676 , 1.73560906855 , 0.664677224094 , 0.366914298218 , 0.5 , 1.0 , 1.0 , 6 , 2 , 2 , 0.5 , 0 , 51147f8bc2a3754cfe668c04 , 1
61.3157894737 , 0.346775218936 , 2204.82578715 , 0.826086956522 , 4.958664848 , 0.140350877193 , 3.02551299383 , 2.9598683589 , 0.326775218936 , 0.0388789918419 , 0.200349848207 , 0.457944570597 , 0.380302576583 , 0.328291740511 , 9.2 , 9.5 , 9.5 , 5 , 4 , 2 , 0.5 , 0 , 511479f3c2a3754cfe66856a , 1
49.9375 , 0.256467962191 , 1534.51958081 , 0.888888888889 , 1.64757633087 , 0.145833333333 , 4.44990949598 , 2.84711805756 , 0.236467962191 , 0.0327075413483 , 0.333333333333 , 0.378451344557 , 0.368816927068 , 0.360471215029 , 1.0 , 0.0 , 0.0 , 3 , 3 , 2 , 0.1 , 0 , 511484bec2a3754cfe6691c3 , 1
46.3333333333 , 0.330774273142 , 30201.070072 , 0.896103896104 , 1.07071417532 , 0.0676328502415 , 6.19544346126 , 3.02764014728 , 0.310774273142 , 0.0899575586894 , 0.143881564364 , 0.206779936034 , 0.136564833803 , 0.117423500931 , 0.0 , 0.4 , 8.4 , 5 , 5 , 5 , 0.5 , 0 , 511486cfc2a3754cfe669515 , 1
37.3793103448 , 0.29381403468 , 5113.1026735 , 0.935483870968 , 7.0791546353 , 0.103448275862 , 3.11275321778 , 2.84296520749 , 0.27381403468 , 0.056174534178 , 0.336884743785 , 0.425101175571 , 0.369798229817 , 0.341760641366 , 0.333333333333 , 0.333333333333 , 7.66666666667 , 3 , 3 , 3 , 0.5 , 0 , 51147974c2a3754cfe668526 , 1
58.8 , 0.314628097581 , 633.235952715 , 0.833333333333 , 1.62139470277 , 0.2 , 4.84214783408 , 2.95114301771 , 0.294628097581 , 0.0637626170388 , 0.211146924678 , 1.21104430258 , 1.18021416662 , 1.02778615621 , 5.5 , 2.0 , 1.5 , 2 , 2 , 2 , 0.4 , 0 , 511497d2c2a3754cfe66ac3b , 1
